ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0051208,sequestering of calcium ion,36/2403,134/18994,0.268656716,2.123539605,4.967150615,6.95E-06,0.000159007,0.000135234,Fasl/Ptprc/Aplnr/Cxcr3/Lck/Ccl19/P2rx7/Cxcl9/Cxcl10/Clec4b1/Snca/Gp9/Ptpn6/Cd19/Cemip/Trpm2/Jsrp1/Cx3cl1/Jph3/Ptk2b/Htr2a/Thy1/Xcr1/Ccr5/Drd2/Ubash3b/Gp1ba/Ccl3/Il13/Hap1/Drd1/Pde4d/Gp5/Gp1bb/Lhcgr/Ms4a2,36
GO:0050829,defense response to Gram-negative bacterium,28/2403,93/18994,0.301075269,2.379785125,5.076307593,6.98E-06,0.000159007,0.000135234,Il17a/Il17f/B2m/Cd160/Tnfrsf14/Serpine1/Reg3b/Nod1/Aqp1/Tac1/Cd4/Rarres2/Pycard/Lyz3/Rnase6/Tlr9/Camp/Casp1/Igtp/Irgm2/Lypd8/Irgm1/Gsdmd/Adgrb1/Trem1/Tslp/Iigp1/Mpeg1,28
GO:0002577,regulation of antigen processing and presentation,Nov-03,20/18994,0.55,4.34735747,5.700002307,7.28E-06,0.000165285,0.000140573,Thbs1/Ccl19/Fgl2/Clec4b2/Nod1/Tapbpl/Pycard/Tap2/H2-Ob/H2-Oa/Cd74,11
GO:0048246,macrophage chemotaxis,18/2403,47/18994,0.382978723,3.02717348,5.295500401,7.70E-06,0.000174048,0.000148026,Gpr35/Slamf1/Slamf8/Mmp9/Thbs1/Csf1/Stap1/Rarres2/C3ar1/Mmp2/Cx3cl1/Ednrb/Ptk2b/Ccl5/Ccl3/Ccl2/Mmp28/Trem1,18
GO:0002468,dendritic cell antigen processing and presentation,Oct-03,17/18994,0.588235294,4.649580182,5.729160373,8.60E-06,0.000193728,0.000164763,Fcgr4/Thbs1/Ccl19/Fgl2/Clec4a2/Nod1/Clec4a3/Clec4a4/Cd74/Mpeg1,10
GO:1902099,regulation of metaphase/anaphase transition of cell cycle,28/2403,94/18994,0.29787234,2.354468262,5.010017533,8.75E-06,0.000196372,0.000167013,Nuf2/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Cdc6/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,28
GO:0001959,regulation of cytokine-mediated signaling pathway,40/2403,157/18994,0.25477707,2.013830907,4.854526451,9.01E-06,0.000201508,0.000171381,Ikbke/Il1r2/Il1r1/Ptprc/Samhd1/Cd40/C1qtnf4/Zbp1/Adar/Csf1/Isg15/Gfi1/Stap1/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Il6/Usp18/Pycard/Irf7/Stat2/Nlrc5/Mmp12/Casp1/Casp4/Igtp/Irgm2/Ccl5/Sphk1/Irgm1/Edn1/Parp14/Parp9/Tslp/Ticam2/Sting1/Cd74,40
GO:2000401,regulation of lymphocyte migration,23/2403,70/18994,0.328571429,2.597122644,5.094695186,9.17E-06,0.000204358,0.000173805,Ccl20/Tnfsf4/Itga4/Tnfrsf14/Cxcl10/Cxcl13/Cd69/Klrk1/Pycard/Spn/Ascl2/Il27ra/Ptk2b/Ccr2/Lgals9/Ccl5/Ccl3/Ccl7/Cxcl14/Gcsam/Apod/Ccr6/Aif1,23
GO:0050920,regulation of chemotaxis,51/2403,219/18994,0.232876712,1.840724209,4.762368815,9.40E-06,0.000208594,0.000177407,Fn1/Slamf1/Slamf8/Sell/Cxcr2/Thbs1/Edn3/Cxcr3/Il12a/Csf1/S100a14/Ccl19/Pdgfra/Stap1/Bst1/Ppbp/Cxcl10/Cxcl13/Serpine1/Klrk1/Ptn/Rarres2/C3ar1/Cx3cl1/Efnb2/Calr/Fgfr1/Ptk2b/Gpr18/Robo3/Ccr2/Pdgfd/Cx3cr1/Fgf18/Ccl5/Ccl3/Ccl2/Ccl7/Mmp28/Edn1/Cxcl14/Pgf/Casr/Trem1/Smoc2/Fpr2/Pla2g7/Ccr6/Aif1/Fgf1/Cd74,51
GO:0061900,glial cell activation,21/2403,61/18994,0.344262295,2.721147746,5.124019104,9.83E-06,0.000217276,0.000184791,Cst7/Tlr2/C1qa/Stap1/Kcnj8/Snca/Ctsc/Kcnn4/Ifngr1/Tlr3/Cx3cl1/Tlr9/Atm/Cx3cr1/Casp1/Sphk1/Grn/Il13/Nampt/Aif1/Tnf,21
GO:0051346,negative regulation of hydrolase activity,60/2403,272/18994,0.220588235,1.743592568,4.700897264,9.93E-06,0.000218771,0.000186062,Cflar/Serpinb5/Serpinb11/Serpinb7/Serpinb8/Rgs2/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Pi15/Wfdc3/Mmp9/Thbs1/Serping1/Cst7/Cst8/Gpc3/Timp1/Spry1/Sfrp2/Spink4/Nos1/Serpine1/A2ml1/Aqp1/Klrk1/Snca/A2m/Tfpi2/Plaur/Wfdc1/Ngp/Wnt9a/Grn/Birc5/Serpinb9/Gzma/Serpina3b/Serpina3f/Serpina3g/Serpina3i/Papln/Nr4a1/Stfa2l1/Cstdc4/Csta2/Stfa1/Cstdc6/Cstdc5/Stfa2/Stfa3/Pi16/Tnf/Wfikkn1/Spink1/Spink5,60
GO:0032642,regulation of chemokine production,32/2403,115/18994,0.27826087,2.199453582,4.909986074,1.01E-05,0.000220113,0.000187203,Il17a/Il17f/Tnfsf4/Ackr1/Tlr7/Tlr2/Mcoln2/Mpl/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Il6/Pycard/Kcnn4/P2ry2/Tlr3/Tlr9/Lgals9/Ccl5/C1qtnf3/Mefv/Apod/Eif2ak2/Aif1/Tnf/Tslp/Ticam2/Egr1/Cd74,32
GO:1990266,neutrophil migration,32/2403,115/18994,0.27826087,2.199453582,4.909986074,1.01E-05,0.000220113,0.000187203,Slamf8/Sell/Il1r1/Cxcr2/Cxcr1/Edn3/Tlr2/Ptger3/Mcoln2/S100a8/S100a9/Pde4b/Ccl19/Bst1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Cxcl13/C3ar1/Cd177/Cx3cl1/Ccl3/Ccl2/Edn1/Pde4d/Itga1/Trem1/Cd74,32
GO:0032722,positive regulation of chemokine production,26/2403,85/18994,0.305882353,2.417781694,4.985651692,1.07E-05,0.000233037,0.000198195,Il17a/Il17f/Tnfsf4/Tlr7/Tlr2/Mcoln2/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Il6/Pycard/P2ry2/Tlr3/Tlr9/Lgals9/Ccl5/Eif2ak2/Aif1/Tnf/Tslp/Ticam2/Egr1/Cd74,26
GO:0043368,positive T cell selection,18/2403,48/18994,0.375,2.964107366,5.185187488,1.09E-05,0.000235804,0.000200549,Slamf6/Ly9/Zap70/Ptprc/Cd1d1/Il6/Cd69/Spn/Themis/Cd3g/Cd3d/Cd3e/Tbx21/Batf/Bcl11b/Lgals1/H2-DMa/Cd74,18
GO:0141084,inflammasome-mediated signaling pathway,20/2403,57/18994,0.350877193,2.773433793,5.103101491,1.15E-05,0.000248604,0.000211435,Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Gbp5/Gbp2/Kcnj8/Pycard/Trim30a/Casp4/Igtp/Irgm2/Nlrp1a/Nlrp1b/Irgm1/Mefv/Eif2ak2,20
GO:2000403,positive regulation of lymphocyte migration,17/2403,44/18994,0.386363636,3.053928801,5.190922008,1.20E-05,0.00025768,0.000219155,Ccl20/Tnfsf4/Itga4/Tnfrsf14/Cxcl10/Cxcl13/Pycard/Spn/Ascl2/Ptk2b/Ccr2/Lgals9/Ccl5/Ccl3/Ccl7/Cxcl14/Aif1,17
GO:0050878,regulation of body fluid levels,71/2403,340/18994,0.208823529,1.650600964,4.606865818,1.21E-05,0.000258767,0.000220079,Sctr/F5/Pla2g4a/Selp/Prkcq/Oprl1/Aplnr/Thbs1/Serping1/Mertk/Tubb1/Nr1h3/Apln/F8/Cd40lg/Gata1/Ptger3/Slc7a11/Stxbp3/S100a9/Aqp7/Uts2/Pdgfra/Pf4/Fosl2/Hpse/Oas2/Il6/Serpine1/Aqp1/Ptpro/Tfpi2/Gp9/Ptpn6/Kcnn4/P2ry2/Muc2/Ccnd1/Slc5a2/Plaur/Adamts18/Ednrb/Htr2a/Mmp13/Drd2/Ubash3b/Alox12/Gp1ba/P2rx1/Tac4/Slc4a1/Edn1/Chrm3/Tifab/Agr2/Evl/Mfsd2b/Has2/Npr3/Aqp2/Aqp5/Gp5/Gp1bb/Treml1/Emilin2/Xdh/Enpp4/Mpig6b/Htr4/Adra2a/Chrm1,71
GO:0060339,negative regulation of type I interferon-mediated signaling pathway,13/2403,28/18994,0.464285714,3.669847215,5.380404651,1.21E-05,0.000258925,0.000220213,Samhd1/Adar/Isg15/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Usp18/Stat2/Nlrc5/Mmp12,13
GO:0045765,regulation of angiogenesis,66/2403,310/18994,0.212903226,1.682848053,4.613254147,1.26E-05,0.000268196,0.000228097,Stat1/Il17f/Fasl/Vash2/Cxcr2/Sp100/Il10/Mmp9/Cd40/Clic3/Aplnr/Thbs1/Creb3l1/Tgm2/Cybb/Cxcr3/Cd160/Efna1/Efna3/Sfrp2/Uts2/Pf4/Cxcl10/Ccl24/Serpine1/Aqp1/Alox5/Ptn/Ptpn6/C3ar1/Tlr3/Yjefn3/Foxc2/Mir23a/Mir27a/Ptk2b/Cysltr2/Gdf2/Pml/Camp/Ccr3/Ccr2/Cx3cr1/Ngp/Fgf18/Brca1/Ccl5/Sphk1/Grn/Ccl2/Ccl11/Erap1/Pgf/Itgb8/Fbln5/Wars1/Adgrb1/Adamts1/Cldn5/Emilin2/H2-M3/Smoc2/Dll1/Tnf/Lrg1/Fgf1,66
GO:0061982,meiosis I cell cycle process,35/2403,132/18994,0.265151515,2.095833491,4.80811728,1.27E-05,0.000268846,0.000228651,Mybl1/Aurka/Knl1/Rad51/Btbd18/Spo11/Cenpe/Cdc20/Rad54b/Rad54l/Cenps/Rad51ap1/Fancd2/M1ap/Plk1/Ccne1/Fbxo5/Syce1l/Ankle1/Atm/Rec114/Top2a/Brip1/Haspin/Eme1/Birc5/Trip13/Cks2/Ddx4/Mov10l1/Espl1/Ndc80/Chtf18/Cdc25c/Majin,35
GO:1903706,regulation of hemopoiesis,87/2403,440/18994,0.197727273,1.562892975,4.546432822,1.28E-05,0.000270311,0.000229897,Stat1/Il17a/Dusp10/Rab7b/Tnfsf4/Cd28/Slamf8/Zap70/Il10/Ptprc/Gfi1b/B2m/Gata3/Lmo2/Il15ra/Rasgrp1/Cd40lg/Il2rg/Gata1/Il21/Cd1d1/Gpr171/Il12a/Csf1/Pglyrp3/Lck/C1qc/Mpl/Isg15/Ccl19/Cdk6/Fgl2/Pf4/Dtx1/Card11/Il6/Gimap3/Clec2g/Clec2d/Cd69/Cyp26b1/Ptn/Cd27/Fancd2/Ptpn6/Cd4/Lag3/Il27/Pira11/Flt3l/Ascl2/Vnn1/Il15/Fanca/Ptk2b/Duxbl1/Pnp/Tlr9/Ccr2/Crtam/Ubash3b/Ikzf3/Csf3/Lgals9/Tcf7/Faxdc2/Tbx21/Ccl5/Ccl3/Irf1/Irgm1/Btn2a2/Sox4/Ctla2a/Fos/Lgals1/Socs1/H2-DMa/H2-Aa/H2-M3/Dll1/Pglyrp2/H2-Oa/Tnf/Lox/Cd74/Anxa1,87
GO:0032481,positive regulation of type I interferon production,26/2403,86/18994,0.302325581,2.389667954,4.915581028,1.35E-05,0.000284775,0.000242198,Stat1/Ikbke/Ifih1/Tlr7/Tlr2/Isg15/Rigi/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Irf5/Irf7/Tlr3/Tlr9/Cgas/Mmp12/Rnf135/Irf1/Dhx58/Ticam2/Sting1/Cd14,26
GO:0007091,metaphase/anaphase transition of mitotic cell cycle,28/2403,96/18994,0.291666667,2.30541684,4.879937872,1.36E-05,0.000285308,0.000242651,Nuf2/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Cdc6/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,28
GO:1901342,regulation of vasculature development,67/2403,317/18994,0.211356467,1.670622027,4.582381826,1.39E-05,0.000291789,0.000248163,Stat1/Il17f/Fasl/Vash2/Cxcr2/Sp100/Il10/Mmp9/Cd40/Clic3/Aplnr/Thbs1/Creb3l1/Tgm2/Cybb/Cxcr3/Cd160/Efna1/Efna3/Sfrp2/Wnt4/Uts2/Pf4/Cxcl10/Ccl24/Serpine1/Aqp1/Alox5/Ptn/Ptpn6/C3ar1/Tlr3/Yjefn3/Foxc2/Mir23a/Mir27a/Ptk2b/Cysltr2/Gdf2/Pml/Camp/Ccr3/Ccr2/Cx3cr1/Ngp/Fgf18/Brca1/Ccl5/Sphk1/Grn/Ccl2/Ccl11/Erap1/Pgf/Itgb8/Fbln5/Wars1/Adgrb1/Adamts1/Cldn5/Emilin2/H2-M3/Smoc2/Dll1/Tnf/Lrg1/Fgf1,67
GO:0052372,modulation by symbiont of entry into host,20/2403,58/18994,0.344827586,2.725615969,5.0090044,1.55E-05,0.000322843,0.000274575,Fcnb/Cd4/Ifitm1/Ifitm3/Ifitm6/Trim34a/Trim12a/Trim12c/Trim30c/Trim30a/Trim30d/Trim5/Trim34b/Trim21/Tmprss4/Ly6e/Lgals1/Ciita/Trim10/Cd74,20
GO:0010212,response to ionizing radiation,39/2403,155/18994,0.251612903,1.988820426,4.704264616,1.59E-05,0.000329696,0.000280403,Nabp1/Bard1/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Ptprc/Rad51/Itgb6/Gata3/Ect2/Sfrp2/Ints3/Rad54b/Rad54l/Cxcl2/Chek2/Rad51ap1/Ccnd2/Fancd2/Apobec1/Ticrr/Ddias/Wrn/Pnp/Atm/Pml/Brca1/Fignl1/Ccl2/Ccl7/Tspyl5/Bak1/Rnf8/Tnf/Egr1,39
GO:0033045,regulation of sister chromatid segregation,30/2403,107/18994,0.280373832,2.21615504,4.801055544,1.60E-05,0.000331867,0.000282249,Nuf2/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Cdk1/Atm/Ttk/Spc24/Zwilch/Cdc6/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Rmi2/Ndc80/Ska1,30
GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",26/2403,87/18994,0.298850575,2.362200506,4.84648351,1.70E-05,0.000350269,0.0002979,Tnfsf4/Cd28/Prkcq/Gata3/Il2rg/Cd160/Ccl19/Tnfrsf14/Pf4/Card11/Il6/Gimap3/Cd69/Il27/Tarm1/Ascl2/Ccr2/Cd3e/Lgals9/Tbx21/Irf1/Irgm1/Lgals1/Socs1/Cd274/Anxa1,26
GO:0007080,mitotic metaphase chromosome alignment,21/2403,63/18994,0.333333333,2.634762103,4.946242972,1.73E-05,0.000356488,0.00030319,Nuf2/Kif14/Kif18a/Cenpe/Psrc1/Cdca8/Kif2c/Ankrd53/Kif22/Cdk1/Ttk/Ska2/Aurkb/Birc5/Spdl1/Ccnb1/Ndc80/Kifc5b/Kifc1/Ska1/Cdca5,21
GO:0140894,endolysosomal toll-like receptor signaling pathway,19/2403,54/18994,0.351851852,2.781137775,4.988176304,1.81E-05,0.00037094,0.00031548,Rab7b/Tasl/Tlr7/Ppt1/Oas1h/Oas1g/Oas1a/Oas1e/Oas1b/Tlr3/Irf2/Tlr9/Scimp/Cd300ld3/Irf1/Rsad2/Tnf/Pik3ap1/Unc93b1,19
GO:0006968,cellular defense response,Sep-03,15/18994,0.6,4.742571785,5.518442143,2.00E-05,0.000407434,0.000346518,Cxcr2/B2m/Sh2d1a/Clec2d/Clec2h/Lat/Ccl17/Ptk2b/Ccr2,9
GO:0051231,spindle elongation,Aug-03,12/18994,0.666666667,5.269524206,5.630364438,2.00E-05,0.000407434,0.000346518,Kif4/Cdca8/Prc1/Kif23/Aurkb/Birc5/Racgap1/Kif11,8
GO:0032728,positive regulation of interferon-beta production,18/2403,50/18994,0.36,2.845543071,4.972911526,2.09E-05,0.000423957,0.000360571,Ifih1/Tlr7/Tlr2/Isg15/Rigi/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Irf7/Tlr3/Tlr9/Rnf135/Irf1/Sting1,18
GO:0006874,intracellular calcium ion homeostasis,67/2403,321/18994,0.208722741,1.649804307,4.468537854,2.13E-05,0.00043055,0.000366178,Fasl/Ptprc/Cd40/Aplnr/Slc24a3/Rmdn3/Myh7b/Edn3/Tgm2/P2ry4/Cxcr3/Marcksl1/Lck/Gpr3/Ccl19/P2rx7/Rimbp2/Cxcl9/Cxcl10/P2rx2/Clec4b1/Snca/Gp9/Ptpn6/Kel/Cd19/Cemip/Calca/P2ry2/Cdh23/Trpm2/Jsrp1/Cx3cl1/Cngb1/Jph3/Herpud1/Ptk2b/Tmtc4/Stc1/Htr2a/Thy1/Pml/Slc24a1/Xcr1/Ccr2/Ccr5/Drd2/Ubash3b/Ccl8/Gp1ba/P2rx1/Ccl5/Ccl3/Il13/Ccl2/Hap1/Edn1/Drd1/Pde4d/Gp5/Casr/Gp1bb/Lhcgr/Bak1/Synpo/Ms4a2/Tcirg1,67
GO:0060338,regulation of type I interferon-mediated signaling pathway,17/2403,46/18994,0.369565217,2.921149288,4.964731085,2.38E-05,0.000478774,0.000407193,Ikbke/Samhd1/Zbp1/Adar/Isg15/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Usp18/Irf7/Stat2/Nlrc5/Mmp12/Sting1,17
GO:0072678,T cell migration,22/2403,69/18994,0.31884058,2.520207229,4.814451128,2.43E-05,0.000489048,0.00041593,Ccl20/Tnfsf4/Itga4/Cxcr3/Tnfrsf14/Cxcl10/Cxcl13/Cd69/Pycard/Spn/Ascl2/Itgal/Il27ra/Ccr2/Lgals9/Ccl5/Ccl3/Ccl2/Itgb7/Apod/Ccr6/Aif1,22
GO:0044784,metaphase/anaphase transition of cell cycle,28/2403,99/18994,0.282828283,2.235555724,4.690767138,2.54E-05,0.000509352,0.000433199,Nuf2/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Cdc6/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,28
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,45/2403,192/18994,0.234375,1.852567104,4.518710823,2.59E-05,0.000516535,0.000439308,Myoc/Cd28/Fn1/Igfbp5/Selp/Irs1/Prr5l/Thbs1/Gata3/Mertk/Egf/Ccl19/Txn1/Musk/Pdgfra/Reln/Hpse/Il6/Wnt16/Calcr/Ptpn6/Cd19/Nox4/Cx3cl1/Irs2/Rasd2/Gdf15/Fgfr1/Ptk2b/Pdgfd/Cx3cr1/Csf3/Osm/Tmem100/Ramp3/Ccl5/Sema4d/Akr1c18/Ntrk2/Fam110c/C1qtnf3/Tspyl5/Tnf/Hbegf/Pik3ap1,45
GO:0030593,neutrophil chemotaxis,26/2403,89/18994,0.292134831,2.309117349,4.711103316,2.64E-05,0.000524847,0.000446376,Sell/Cxcr2/Cxcr1/Edn3/S100a8/S100a9/Pde4b/Ccl19/Bst1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Cxcl13/C3ar1/Cx3cl1/Ccl3/Ccl2/Edn1/Pde4d/Itga1/Trem1/Cd74,26
GO:0007052,mitotic spindle organization,34/2403,131/18994,0.259541985,2.051494156,4.595941762,2.72E-05,0.000538696,0.000458155,Nuf2/Tpx2/Aurka/Kif4/Cenpe/Psrc1/Sass6/Cdc20/Cdca8/Stil/Stmn1/Chek2/Ankrd53/Prc1/Tacc2/Plk1/Wdr62/Misp/Dlgap5/Cenpj/Kif23/Parp3/Kif15/Aurkb/Birc5/Cenph/Ccnb1/Racgap1/Spice1/Ndc80/Kifc5b/Kifc1/Uhrf1/Kif11,34
GO:0141086,negative regulation of inflammasome-mediated signaling pathway,Dec-03,26/18994,0.461538462,3.648132143,5.142247126,2.84E-05,0.00056012,0.000476376,Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Trim30a/Igtp/Irgm2/Irgm1/Mefv,12
GO:0046597,negative regulation of viral entry into host cell,14/2403,34/18994,0.411764706,3.254706127,5.007807484,3.02E-05,0.000594109,0.000505284,Fcnb/Ifitm1/Ifitm3/Ifitm6/Trim12a/Trim12c/Trim30c/Trim30a/Trim30d/Trim5/Ly6e/Ciita/Trim10/Cd74,14
GO:0072012,glomerulus vasculature development,13/2403,30/18994,0.433333333,3.425190734,5.059166146,3.03E-05,0.000594109,0.000505284,Cflar/Serpinb7/Bmp7/Pdgfra/Aqp1/C3ar1/Tcf21/Foxc2/Pdgfd/Edn1/Hes1/Notch3/Egr1,13
GO:0045066,regulatory T cell differentiation,17/2403,47/18994,0.361702128,2.858997176,4.856180483,3.29E-05,0.000642519,0.000546455,Dusp10/Tnfsf4/Cd28/Il2rg/Lck/Pla2g2d/Gimap3/Fancd2/Lag3/Usp44/Fanca/Lgals9/Irf1/Btn2a2/Ctla2a/Socs1/H2-M3,17
GO:0002285,lymphocyte activation involved in immune response,48/2403,212/18994,0.226415094,1.78964973,4.400164284,3.68E-05,0.000715176,0.00060825,Exo1/Dock10/Stat4/Tnfsf4/Cd28/Fcgr4/Slamf6/Ly9/Il10/Ptprc/Cd40/Gata3/Cd40lg/Il21/Cd160/Pglyrp3/Ccl19/Fgl2/Pf4/Il6/Cd69/Cd19/Il27/Spn/Ascl2/Itgal/Nkg7/Irf8/Il27ra/Ptk2b/Ccr2/Parp3/Lgals9/Slfn2/Tbx21/Irf1/Cd180/Batf/Lgals1/H2-DMb2/H2-DMb1/H2-M3/Dll1/Rnf8/Pglyrp2/Ccr6/Cd74/Anxa1,48
GO:0045786,negative regulation of cell cycle,78/2403,395/18994,0.197468354,1.56084641,4.286818369,3.68E-05,0.000715176,0.00060825,Nabp1/Brinp2/Dtl/Nuf2/Bard1/E2f1/Rbl1/Aurka/Bub1b/Knl1/Rad51/Bub1/Gata3/Creb3l1/Bmp7/Cenpe/Ints3/Brinp1/Cdc20/Cdca8/Clspn/Cdkn2b/Stil/Tmem67/Cdk6/Kntc1/Chek2/Mad2l1/Fancd2/Ezh2/Ticrr/E2f8/Plk1/Ccnd1/Usp44/E2f7/Timeless/Fbxo5/Cdk1/Zc3h12d/Fbxo31/Fam107a/Diaph3/Atm/Ttk/Pml/Spc24/Mir26a-1/Zwilch/Cdc6/Brca1/Slfn1/Tex14/Osm/Haspin/Eme1/Aurkb/Birc5/Spdl1/Btn2a2/Trip13/Mcidas/Ccnb1/Gen1/Gpr132/Mov10l1/Nr4a1/Dtx3l/Parp9/Ccnf/Ndc80/H2-M3/Tnf/Chtf18/Ier3/Kifc1/Ska1/Plaat3,78
GO:0018212,peptidyl-tyrosine modification,62/2403,296/18994,0.209459459,1.655627538,4.326561209,3.80E-05,0.000736715,0.000626569,Fam72a/Fcer1a/Zap70/Ptprc/Hck/Cd40/Rap2c/Gata1/Il21/Egf/Efna1/Il12a/Sfrp2/Lck/Epha7/Tnfrsf14/Musk/Pdgfra/Reln/Bst1/Areg/Tpst1/Il6/Gprc5a/Ptpn6/Cd4/Il12rb2/Nox4/Il11/Lilra5/Cadm4/Ros1/Il15/Crlf1/Il12rb1/Fgfr1/Blk/Ptk2b/Htr2a/Ttk/Pdgfd/Cd3e/Csf3/Osm/Ccl5/Il13/Irf1/Abi3/Snhg20/Sema4d/Il31ra/Fgfr4/Cntn1/Socs1/Hes1/Parp14/Parp9/Alk/Tnf/Spink1/Hbegf/Cd74,62
GO:1902105,regulation of leukocyte differentiation,72/2403,358/18994,0.201117318,1.589688867,4.286723567,3.91E-05,0.00075391,0.000641192,Il17a/Dusp10/Tnfsf4/Cd28/Slamf8/Zap70/Il10/Ptprc/Gfi1b/Gata3/Il15ra/Rasgrp1/Cd40lg/Il2rg/Il21/Cd1d1/Il12a/Csf1/Pglyrp3/Lck/C1qc/Ccl19/Cdk6/Fgl2/Pf4/Dtx1/Card11/Il6/Gimap3/Clec2g/Clec2d/Cd69/Cyp26b1/Cd27/Fancd2/Ptpn6/Cd4/Lag3/Il27/Pira11/Flt3l/Ascl2/Vnn1/Il15/Fanca/Duxbl1/Pnp/Tlr9/Ccr2/Crtam/Ubash3b/Ikzf3/Lgals9/Tcf7/Tbx21/Ccl5/Ccl3/Irf1/Btn2a2/Sox4/Ctla2a/Fos/Lgals1/Socs1/H2-DMa/H2-Aa/H2-M3/Pglyrp2/H2-Oa/Tnf/Cd74/Anxa1,72
GO:0002695,negative regulation of leukocyte activation,46/2403,201/18994,0.228855721,1.808941145,4.387875386,3.99E-05,0.000768435,0.000653546,Tnfsf4/Pdcd1/Fn1/Lax1/Il10/Cst7/Mertk/Nr1h3/Pglyrp3/Pla2g2d/Tnfrsf14/Fgl2/Pf4/Dtx1/Clnk/Gimap3/Cd69/Ptpn6/Lag3/Tarm1/Spn/Ascl2/Zc3h12d/Ido1/Cx3cl1/Atm/Il20rb/Parp3/Crtam/Lgals9/Slfn1/Tbx21/Grn/Irf1/Btn2a2/Lgals1/Tigit/Socs1/H2-Aa/H2-M3/Pglyrp2/Lst1/H2-T23/Cd74/Cd274/Anxa1,46
GO:0071347,cellular response to interleukin-1,24/2403,81/18994,0.296296296,2.342010758,4.606336741,4.13E-05,0.000787265,0.00066956,Inhbb/Il17a/Fn1/Il1r2/Il1r1/Zbp1/Cxcl2/Il6/Serpine1/Pycard/Saa3/Akap12/Mmp2/Acod1/Adamts7/Camp/Ccl5/Irf1/Ccl2/Edn1/Has2/Il1rap/Hes1/Egr1,24
GO:0071479,cellular response to ionizing radiation,24/2403,81/18994,0.296296296,2.342010758,4.606336741,4.13E-05,0.000787265,0.00066956,Bard1/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Rad51/Itgb6/Gata3/Ect2/Sfrp2/Chek2/Rad51ap1/Ccnd2/Ddias/Wrn/Atm/Brca1/Fignl1/Tspyl5/Tnf/Egr1,24
GO:1903901,negative regulation of viral life cycle,15/2403,39/18994,0.384615385,3.040110119,4.853571222,4.13E-05,0.000787265,0.00066956,Fcnb/Ifitm1/Ifitm3/Ifitm6/Trim12a/Trim12c/Trim30c/Trim30a/Trim30d/Trim5/Bst2/Ly6e/Ciita/Trim10/Cd74,15
GO:0032755,positive regulation of interleukin-6 production,30/2403,112/18994,0.267857143,2.117219547,4.512954221,4.17E-05,0.00079119,0.000672899,Il17a/Il17f/Rab7b/Tnfsf4/Ifih1/C1qtnf4/Tlr7/Tlr2/Ptafr/Rigi/P2rx7/Il6/Nod1/Pycard/Pou2f2/Lilra5/Tlr3/Tlr9/Ccr5/Tmem106a/Nos2/Lgals9/Scimp/Il1rap/Aif1/Tnf/Tslp/Ticam2/Cd74/Unc93b1,30
